dataset_slug,dataset_label,method,graph_type,module_id,global_graph_index,label,prediction_class,prediction_confidence,is_correct,logistic_probability,logistic_prediction,logistic_accuracy,top_features,fidelity_plus,fidelity_minus,progression_maskout_drop_k1,progression_maskout_drop_k3,progression_sufficiency_drop_k1,progression_sufficiency_drop_k3,progression_concentration_top1,progression_concentration_top3,text
stanfordnlp_sst2,SST-2 (StanfordNLP),token_shap_llm,tokens,token_shap_llm:tokens,774,0,0,0.9602766633033752,True,0.9988942809650864,1,0.9018691588785047,"for, tired, i, the, own, my, on, while, film, felt",0.1106399893760681,-0.0245346426963806,-0.0025606155395507,-0.0199488401412963,0.9516835110262036,-0.0176997184753417,0.0,0.0,"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . "
stanfordnlp_sst2,SST-2 (StanfordNLP),token_shap_llm,tokens,token_shap_llm:tokens,307,1,1,0.9975093603134156,True,0.9970556866890824,1,0.9211711711711712,"brings, role, conviction, ., has, her, ., absolutely, ., riveting",0.5456438958644867,0.0015478730201721,0.0002753138542175,2.962350845336914e-05,0.0011817812919616,0.0067251920700073,0.5253042192653247,0.056522233594905,"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role . "
stanfordnlp_sst2,SST-2 (StanfordNLP),token_shap_llm,tokens,token_shap_llm:tokens,588,1,1,0.9874595403671264,True,0.9967861535382304,1,0.9211711711711712,"a, screen, know, ., it, ., story, americans, we, human",0.5205436646938324,0.0531826019287109,0.006916344165802,0.0007693767547607,0.0340845584869384,0.022253930568695,0.0475691705762069,0.0052916126218161,"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . "
stanfordnlp_sst2,SST-2 (StanfordNLP),token_shap_llm,tokens,token_shap_llm:tokens,155,0,0,0.9942843317985536,True,0.9946154805672514,1,0.9018691588785047,"formed, trust, a, of, and, liberal, ., -, sad, nightmare",0.1163299679756164,0.0095585584640502,0.0004171133041381,0.0039370656013488,0.9599146656692028,0.9724168684333564,0.0147588246087266,0.1393061791769392,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . 
stanfordnlp_sst2,SST-2 (StanfordNLP),token_shap_llm,tokens,token_shap_llm:tokens,145,0,0,0.9808841943740844,True,0.9940446823072794,1,0.9018691588785047,"his, the, of, obviously, ., director, about, ritchie, he, have",0.1680923104286193,-0.007800281047821,-0.0068237781524658,-0.0071707367897033,0.95678804628551,0.9608419183641672,0.0,0.0,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . 
stanfordnlp_sst2,SST-2 (StanfordNLP),token_shap_llm,tokens,token_shap_llm:tokens,480,1,1,0.9974840879440308,True,0.9893061549876917,1,0.9211711711711712,"than, ., high, ', higher, a, exactly, undisputed, that, it",0.0019623041152954,0.0056061744689941,3.6835670471191406e-05,0.0001870989799499,0.1005553007125854,0.0157349109649658,0.3326157158234661,1.6894510226049515,"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . "
stanfordnlp_sst2,SST-2 (StanfordNLP),token_shap_llm,tokens,token_shap_llm:tokens,777,1,1,0.9938256740570068,True,0.9834493967578514,1,0.9211711711711712,"creation, jones, conflict, of, calls, music, in, to, the, (",0.152555227279663,0.0125111937522888,0.000343382358551,-0.0024411082267761,0.0068663954734802,0.8366156816482544,0.0,0.0,"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . "
stanfordnlp_sst2,SST-2 (StanfordNLP),token_shap_llm,tokens,token_shap_llm:tokens,146,1,1,0.997249186038971,True,0.9648162827237995,1,0.9211711711711712,"like, it, not, who, psychological, -, energetic, ., abusers, heroine",0.0055278539657592,0.0070606470108032,-7.414817810058594e-05,0.0070486068725585,0.0823901295661926,0.2106423377990722,-0.0139221523378919,1.3234550215994807,"about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . "
stanfordnlp_sst2,SST-2 (StanfordNLP),token_shap_llm,tokens,token_shap_llm:tokens,648,1,1,0.9404748678207396,True,0.6144216151588451,1,0.9211711711711712,"proof, of, smack, s, dubya, ', ., is, cinema, foreign",0.086415946483612,0.0926100611686706,0.0253078937530517,0.0401727557182312,0.5099399089813232,-0.0005766153335571,6.431616098883621,10.209294575639609,"further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of dubya 's axis of evil . "
stanfordnlp_sst2,SST-2 (StanfordNLP),token_shap_llm,tokens,token_shap_llm:tokens,222,1,1,0.9783735275268556,True,0.27774455975973517,0,0.9211711711711712,"creepy, cast, slice, directing, an, a, spooky, -, and, americana",0.7169143557548523,-0.0022475123405456,-0.0134445428848266,-0.0081629157066345,0.938216097652912,0.6585038304328918,0.0,0.0,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . "
