dataset_slug,dataset_label,method,graph_type,module_id,global_graph_index,label,prediction_class,prediction_confidence,is_correct,logistic_probability,logistic_prediction,logistic_accuracy,top_features,fidelity_plus,fidelity_minus,progression_maskout_drop_k1,progression_maskout_drop_k3,progression_sufficiency_drop_k1,progression_sufficiency_drop_k3,progression_concentration_top1,progression_concentration_top3,text
setfit_ag_news,AG News (SetFit),token_shap_llm,tokens,token_shap_llm:tokens,1488,1,1,0.9984007477760316,True,0.9728711374190598,1,0.9605263157894737,"under, 6, of, atlanta, reckless, shortsop, speeding, city, braves, at",0.8017361093491284,0.0001117586252495,0.0003604888916015,0.0003579258918762,0.5756743550300598,0.0376613140106201,1.0379268920542304,1.0305474515187918,"Atlanta police arrest Braves player on DUI charge ATLANTA - Atlanta Braves shortsop Rafael Furcal has been arrested on charges of driving under the influence. Jail officials say Furcal was booked into the Atlanta city jail at 6:25 am on charges of DUI, speeding and reckless driving."
setfit_ag_news,AG News (SetFit),token_shap_llm,tokens,token_shap_llm:tokens,3562,1,1,0.9962145686149596,True,0.9489725794468795,1,0.9605263157894737,"monday, seven, recap, the, syracuse, -, dome, -, a, from",0.7953874468803406,-0.0016363263130187,0.0009772181510925,0.000752568244934,0.6855704486370087,0.2195436954498291,1.1649968023875503,0.8971789952391104,"Seminoles Monday recap Despite myriad miscues, Florida State rallied from a seven-point halftime deficit to defeat Syracuse 17-13 before 40,539 fans at the Carrier Dome."
setfit_ag_news,AG News (SetFit),token_shap_llm,tokens,token_shap_llm:tokens,1499,3,3,0.9900305271148682,True,0.8945576985233838,1,0.8410526315789474,"), to, have, may, ., -, done, ., scientist, that",0.0188773528358533,0.0020786930440995,0.0021519064903259,0.0021087527275085,0.5607745349407196,0.8096270859241486,10.344699140401149,10.137249283667622,Study Suggests Bloodletting May Actually Work By LAURAN NEERGAARD    WASHINGTON (AP) -- Could that ancient practice of bleeding patients really have done some good? A scientist says new research on how germs thrive in the body suggests it just may have - for some people.    Bacteria need iron to cause infections...
setfit_ag_news,AG News (SetFit),token_shap_llm,tokens,token_shap_llm:tokens,7499,3,3,0.9805569648742676,True,0.8741153177085753,1,0.8410526315789474,"most, science, 2004, have, the, as, could, discovery, life, mission",-0.0051187112090827,0.0134936954653742,-0.0007256269454956,0.0061639547348022,0.6190191805362701,0.225238561630249,-0.1705161425870159,1.4484767840885215,Mars mission hailed as top 2004 breakthrough The discovery that Mars could have supported life billions of years ago has been ranked by the editors of international journal Science as the most important scientific achievement of 2004.
setfit_ag_news,AG News (SetFit),token_shap_llm,tokens,token_shap_llm:tokens,715,3,3,0.989352822303772,True,0.8707599509473439,1,0.8410526315789474,"survival, they, and, zero, brunswick, -, must, into, -, ap",0.0317745208740234,0.0026118159294128,-0.0002033114433288,-0.0007718801498413,0.5218145549297333,0.4724893569946289,-0.0710121996918849,-0.2696006995045176,"Astronaut Candidates Practice Survival Skills By SARA LEITCH     BRUNSWICK, Maine (AP) -- Astronauts spend years training before they can lift off into space. They learn to operate shuttles, perform experiments in zero-gravity, and eat bugs if they must..."
setfit_ag_news,AG News (SetFit),token_shap_llm,tokens,token_shap_llm:tokens,1575,2,2,0.9897789359092712,True,0.8675957882896297,1,0.8547368421052631,"communications, two, 250, former, alleged, with, practices, end, to, federal",-0.0036038754081044,0.003211420632691,0.0001380443572998,0.0022265315055847,0.7993905991315842,0.6459084451198578,0.0226021782410118,0.3645528360073389,"Qwest to pay \$250 mn to settle with SEC Qwest Communications International, the US telecommunications group, is understood to have agreed to pay \$250 million to end a two-year federal probe of alleged fraudulent accounting practices employed by former management."
setfit_ag_news,AG News (SetFit),token_shap_llm,tokens,token_shap_llm:tokens,7548,2,2,0.9834678173065186,True,0.8359476795351275,1,0.8547368421052631,"lilly, bad, a, about, with, ), (, co, astrazeneca, key",0.0367891178660269,-0.0071284275761988,0.0017969608306884,-0.0031941533088684,0.8016439080238342,0.0879055857658386,0.0,0.0,"Bad Day for Drug Companies - and Patients  LONDON (Reuters) - Investors in pharmaceuticals were dealt  a triple whammy on Friday as Pfizer Inc, AstraZeneca Plc and  Eli Lilly and Co all shocked the market with bad news about key  products."
setfit_ag_news,AG News (SetFit),token_shap_llm,tokens,token_shap_llm:tokens,7391,2,2,0.8547028303146362,True,0.8251648168714527,1,0.8547368421052631,"rival, s, on, close, ., the, oracle, says, with, published",-0.1010944986078348,0.3330734457619055,0.0250244736671447,0.0516865849494934,0.7305344194173813,0.8398261871188879,0.0949189842264033,0.196049603551857,"Oracle chairman says can close gap with SAP - report Oracle Corp can close the gap with SAP, the world #39;s biggest software company, after buying US rival PeopleSoft, Oracle #39;s Chairman Jeff Henley said in an interview published on Wednesday."
setfit_ag_news,AG News (SetFit),token_shap_llm,tokens,token_shap_llm:tokens,3209,2,2,0.9951959252357484,True,0.49326288088543413,0,0.8547368421052631,"parcel, -, unit, quote, n, research, ., #, 150, profile",0.0221300518542169,8.684393970347406e-06,0.0024176836013793,0.0020714998245239,0.5615009367465973,0.2527194619178772,1.6514127514046086,1.4149499226447355,"UPDATE 1-UPS buys CNF #39;s Menlo Worldwide United Parcel Service Inc. (UPS.N: Quote, Profile, Research) agreed to buy Menlo Worldwide Forwarding, a unit of CNF Inc. (CNF.N: Quote, Profile, Research) , for \$150 million in "
setfit_ag_news,AG News (SetFit),token_shap_llm,tokens,token_shap_llm:tokens,3784,0,0,0.5056252479553223,True,0.008868170986394914,0,0.9126315789473685,"six, combat, fly, of, united, to, is, aircraft, -, crop",0.4822164755314588,0.1547973155975341,0.1307267248630523,0.1697031855583191,0.2016401290893554,0.3211912363767624,0.5837842679354721,0.7578408320966153,New planes fly to battle locusts The United Nations is flying six more aircraft to combat swarms of crop-devouring locusts in west Africa.
